90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,90,25,25,25,25,25,90,25,25,25,25,25,90,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,90,25,25,25,25,25,90,25,25,25,25,25,90,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,90,25,25,25,25,25,90,25,25,25,25,25,90,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,90,25,25,25,25,25,90,25,25,25,25,25,90,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,90,25,25,25,25,25,90,25,25,25,25,25,90,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,90,25,25,25,25,25,90,25,25,25,25,25,90,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,90,25,25,25,25,25,90,25,25,25,25,25,90,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,90,25,25,25,25,25,90,25,25,25,25,25,90,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,90,25,25,25,25,25,90,25,25,25,25,25,90,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,90,25,25,25,25,25,90,25,25,25,25,25,90,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,25,25,25,25,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,25,25,25,25,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90
90,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
